FName(String),LName(String),Gender(String),AreaCode(String),Phone(String),City(String),State(String),Zip(String),MaritalStatus(String),HasChild(String)
Injun,Rienhoff,M,701,9477814,PERTH,ND,58363,S,Y
Lakhdar,Lieblein,M,862,6814476,LINWOOD,NJ,8221,M,N
Sadamu,Mihoubi,F,912,4443815,CARTERSVILLE,GA,30121,M,Y
Sunondo,Asmuth,F,804,4778907,SALEM,VA,24153,M,N
Sungwon,Auyong,F,308,1894992,KENNARD,NE,68034,M,N
Hansruedi,Buskens,M,878,3225522,NORTHAMPTON,PA,18067,M,N
Luke,Samtaney,F,651,7798251,ROSCOE,MN,56371,M,Y
Polle,Rothman,F,206,1394587,TEKOA,WA,99033,S,N
Ivandre,Barrington,M,971,1976590,GRANTS PASS,OR,97526,M,N
Ameet,Buchter,M,308,9044963,MCGREW,NE,69353,M,N
Jint,Wesselkamper,M,719,5055943,DENVER,CO,80265,M,Y
Hoon,Soderston,M,769,8023694,LOUIN,MS,39338,S,Y
Demetrios,Specker,F,202,7562384,WASHINGTON,DC,20201,S,Y
Mitsunori,Kabuka,M,435,2777291,LEAMINGTON,UT,84638,M,N
Tokuzo,Laakso,F,769,9396643,COLUMBUS,MS,39701,M,N
Mori,Salveter,M,765,9616771,TERRE HAUTE,IN,47802,S,N
Okuhiko,Trucco,F,504,9546981,LAFAYETTE,LA,70595,M,Y
Yuk,Alameldin,F,803,5501220,ROCK HILL,SC,29730,M,N
Cesur,Can,M,801,2243523,FERRON,UT,84523,M,Y
Hansjurgen,Coe,M,702,2364159,LAS VEGAS,NV,89147,M,Y
Kajal,Huberman,M,808,1883126,EWA BEACH,HI,96706,S,Y
Jana,Kazakos,M,312,2824516,SMITHFIELD,IL,61477,M,N
Sadaki,Rathonyi,F,603,8207421,AUBURN,NH,3032,M,N
Toshiya,Urponen,F,630,3837032,FAIRVIEW HEIGHTS,IL,62208,S,N
Raimo,Trammell,F,712,8463629,ESTHERVILLE,IA,51334,M,N
Yoshitomo,Arimoto,F,864,4331984,PROSPERITY,SC,29127,M,N
Hafeda,Bentzien,F,571,2548169,PARKSLEY,VA,23421,S,Y
Tarek,Canning,M,973,7419164,CLIFFWOOD,NJ,7721,S,Y
Kirack,Harmelen,M,712,1348798,AUSTINVILLE,IA,50608,M,Y
Gila,Maskit,M,808,7748701,TRIPLER ARMY MEDICAL CENTER,HI,96859,S,Y
Shih,Menhoudj,M,985,1246321,GHEENS,LA,70355,M,Y
Hanafy,Risi,M,808,9647411,WAIALUA,HI,96791,S,Y
Fabiano,Norigoe,F,910,2151413,ORRUM,NC,28369,S,N
Mihail,Viccari,M,615,8804726,WHITLEYVILLE,TN,38588,S,N
Gou,Panienski,F,808,4101304,ELEELE,HI,96705,M,N
Mayuko,Sommen,F,870,9939050,AMAGON,AR,72005,S,N
Rejane,Bruin,F,956,9955455,ALLEN,TX,75002,M,N
Chetan,Alimohamed,M,609,8488708,BOONTON,NJ,7005,S,Y
Pitro,Zellmann,F,770,4971092,CORDELE,GA,31015,S,Y
Mohammad,Berregeb,F,651,4761796,MINNEAPOLIS,MN,55439,S,N
Mirta,Nowatzyk,F,913,4732974,PAOLA,KS,66071,M,N
Hoa,Matsubara,F,859,7237129,RUSSELLVILLE,KY,42276,M,N
Roni,Langerman,M,218,7444558,PEMBERTON,MN,56078,M,Y
Jutai,Kaas,M,252,3172854,WINSTON SALEM,NC,27120,S,Y
Yoshimitsu,Kang,F,603,7339187,GILMANTON IRON WORKS,NH,3837,M,N
Yee,Canepa,F,325,9955248,MINERAL WELLS,TX,76068,M,Y
Lucia,Razaz,F,952,7897368,CAMPBELL,MN,56522,M,N
Eliane,Schmitt,M,307,7787727,DIAMONDVILLE,WY,83116,M,Y
Seongyeol,Plavsic,M,314,2402845,CALHOUN,MO,65323,S,Y
Genoveffa,Favero,F,775,3781123,LAS VEGAS,NV,89131,S,N
Zhiliang,Ushiama,M,313,6784569,EASTPOINTE,MI,48021,S,N
Suebskul,Zeroual,F,775,9397717,YERINGTON,NV,89447,M,Y
Djamal,Lubachevsky,F,774,9571478,WESTBOROUGH,MA,1580,S,Y
Yonghun,Botman,F,806,3003038,BRANDON,TX,76628,M,N
Jaeheon,Dssouli,F,303,2507622,LITTLETON,CO,80163,S,Y
Dolors,Fimbel,F,907,2649666,KIANA,AK,99749,S,Y
Glynn,Jacquart,M,208,1412864,MURPHY,ID,83650,S,Y
Dhaval,Moehrke,F,505,4297825,RED RIVER,NM,87558,S,N
Ruddy,Fecht,M,478,4719707,JEWELL,GA,31045,S,N
Susannne,Luga,F,351,7173412,AUBURN,MA,1501,S,N
Vicente,Lindberg,M,843,3378831,GLENDALE,SC,29346,S,Y
Deganit,Koponen,F,740,3871510,HELENA,OH,43435,S,Y
Terri,Hookway,F,229,1431240,BARTOW,GA,30413,S,N
Arnd,Cliff,F,484,1621967,PITTSBURGH,PA,15230,S,N
Walt,Aidoud,F,662,6847314,BECKER,MS,38825,M,N
Rosangela,Aalborg,M,802,4693933,LUNENBURG,VT,5906,M,N
Alicia,McSkimin,M,218,3469283,SAINT FRANCIS,MN,55070,S,N
Azuma,Voisard,M,925,2527040,POWAY,CA,92064,S,Y
Frode,McDonnell,M,501,1333761,EVANSVILLE,AR,72729,S,N
Hyoung,Arafa,M,316,7869623,COLWICH,KS,67030,S,N
Edmund,Litvinov,F,571,1323669,WOODVILLE,VA,22749,M,Y
Wifried,Bergen,F,205,2148538,RUTLEDGE,AL,36071,M,Y
Norma,D Hondt,F,701,6208918,WILDROSE,ND,58795,M,Y
Armar,Kabakibo,M,801,8396956,HUNTINGTON,UT,84528,S,Y
Abhaya,Syrzycki,F,678,5169211,ATLANTA,GA,39901,M,N
Loganath,Pettorossi,M,435,2134472,CLEARFIELD,UT,84089,S,Y
Pentti,Eco,F,918,1034950,ALLEN,OK,74825,S,N
Wakunaga,Laqua,F,405,3846278,ADA,OK,74821,M,N
Terresa,Rajlich,F,215,4735221,ASTON,PA,19014,S,Y
Geunmo,Clamen,F,603,3658993,TAMWORTH,NH,3886,S,Y
Xenofon,Tascini,F,580,8511934,DISNEY,OK,74340,S,N
Arunprasad,Bromley,M,202,4351102,WASHINGTON,DC,20082,S,N
Maisa,Granvilliers,F,971,8033271,PORTLAND,OR,97230,S,Y
Marco,Tzitzikas,M,208,1975196,DRIGGS,ID,83422,S,N
Oryal,Halfin,M,931,8077021,NOLENSVILLE,TN,37135,M,N
Azzam,Peitgen,M,402,3619334,ELYRIA,NE,68837,M,N
Vhris,Baucke,M,808,6065152,HONOLULU,HI,96823,S,N
Agha,Cannon,M,907,1417835,ELIM,AK,99739,M,N
Slava,Candy,F,203,4897848,MOOSUP,CT,6354,S,N
Jinya,McDonnell,F,504,5378834,KURTHWOOD,LA,71443,S,N
Jianxiu,Dybig,M,302,5172871,WILMINGTON,DE,19809,S,Y
Jolanta,Rilling,F,567,8174394,HAMLER,OH,43524,M,N
Hirotsugu,Grigsby,F,708,2494173,LAWRENCEVILLE,IL,62439,S,N
Jerre,Altshuler,F,480,9135553,OVERGAARD,AZ,85933,S,Y
Kensyu,Przulj,F,907,6044976,FORT YUKON,AK,99740,S,Y
Terry,Meitner,F,973,8461209,VINELAND,NJ,8362,M,Y
Shaoyun,Daijavad,F,319,8748742,DES MOINES,IA,50947,S,Y
Gilford,Haarhoff,M,435,1694360,NEWTON,UT,84327,M,N
Germano,Balcazar,M,336,5845848,SANFORD,NC,27330,M,N
Tina,Wijk,F,509,6858405,WHITE SALMON,WA,98672,S,Y
Spephan,Pleser,F,563,7014614,UNIVERSITY PARK,IA,52595,M,N
Suman,Vural,M,573,4705980,PLEASANT HOPE,MO,65725,M,Y
Yixin,Bard,F,770,8636743,SCREVEN,GA,31560,S,Y
Mousheng,Gyorkos,F,701,8293772,HEBRON,ND,58638,S,Y
Sangam,Kingham,M,701,6882044,MAXBASS,ND,58760,M,N
Emanuele,McMahan,F,307,2516626,CASPER,WY,82604,M,N
Benno,Simovici,F,617,6905175,AUBURN,MA,1501,M,N
Mahan,Georgakopoulos,F,207,5959242,MACHIASPORT,ME,4655,M,Y
Linas,Cesareni,M,603,8441920,ERROL,NH,3579,M,N
Hafeda,Grant,F,360,1758025,ARDENVOIR,WA,98811,S,Y
Jani,Nierstrasz,M,801,6272172,CEDAR CITY,UT,84721,S,Y
Othar,Sreerama,F,801,7925112,WILLARD,UT,84340,S,N
Thong,Burkhard,M,804,3222737,WEST AUGUSTA,VA,24485,M,N
Hideko,Jenevein,M,301,6353943,JEFFERSON,MD,21755,M,Y
Hanmao,Daul,F,509,2631471,BURLINGTON,WA,98233,S,Y
Subir,Jokiniemi,F,402,4767812,OMAHA,NE,68112,M,N
Diamantino,Dachille,F,701,3338769,BREMEN,ND,58319,M,Y
Shelby,Shermer,F,580,1608009,MORRIS,OK,74445,M,N
Branislava,Benzmuller,M,802,6525864,WALLINGFORD,VT,5773,M,N
Vlatka,Thorelli,F,518,9809981,HUNTINGTON STATION,NY,11750,S,N
Alfio,Hatakka,F,802,4279848,RUPERT,VT,5768,S,Y
Margrethe,Lieberherr,M,917,1546483,NYACK,NY,10960,M,Y
Jimena,Detmer,M,207,9028168,ORRINGTON,ME,4474,S,Y
Haojin,McElwain,F,910,1926560,WENTWORTH,NC,27375,S,Y
Karthikeyan,Lukanowicz,M,501,6934505,ENOLA,AR,72047,M,Y
Weimin,Banning,M,662,7778641,MOOREVILLE,MS,38857,S,N
Alla,Sagawa,M,314,6544052,MORRISVILLE,MO,65710,S,Y
Branislava,Fasching,M,605,4581615,JEFFERSON,SD,57038,S,Y
Waleed,Porotskiy,F,304,9306827,MC GRAWS,WV,25875,M,Y
Vassili,Dear,M,808,8485752,KALAUPAPA,HI,96742,M,Y
Kiyokuni,Goodwyn,M,928,7929412,WINKELMAN,AZ,85292,S,Y
Zhi,Crossley,M,501,8561982,BONO,AR,72416,M,Y
Ann,Speranza,F,276,4065582,DRAKES BRANCH,VA,23937,S,Y
Milorad,Clint,M,308,9446971,FUNK,NE,68940,M,N
Kuorong,Liggesmeyer,M,316,1148322,BURR OAK,KS,66936,S,N
Tessa,Babinski,F,406,1328535,BILLINGS,MT,59106,M,Y
Tricia,Olivier,F,602,2195895,PAYSON,AZ,85547,S,Y
Ruay,Lanet,F,651,2436053,HOVLAND,MN,55606,S,Y
Walt,Gentile,F,602,7854504,MESA,AZ,85210,S,N
Nanda,Kouzes,F,770,2604552,TIFTON,GA,31793,S,Y
Takayuki,Leunen,M,937,7277607,TOLEDO,OH,43659,S,N
Keiko,Gilchrist,M,202,6552336,WASHINGTON,DC,20447,M,N
Narushige,Bouabdallah,F,910,1013547,MONROE,NC,28111,S,N
Makato,Gazdar,F,513,6817691,DAYTON,OH,45470,M,N
Torgrim,Maskit,M,907,4974836,KAKE,AK,99830,S,N
Olof,Streit,M,425,2645654,SPOKANE,WA,99204,M,N
Fung,Skandalis,F,401,5948003,PROVIDENCE,RI,2905,M,Y
Maksim,Imbert,M,530,7419999,YUCCA VALLEY,CA,92284,M,N
Saeeiab,Goldhammer,F,505,9902228,NAVAJO DAM,NM,87419,S,N
Yogesh,Kadin,M,303,3847705,INDIAN HILLS,CO,80454,S,N
Waleed,Karcich,F,515,7693629,MILO,IA,50166,M,N
Joe,Nissenbaum,F,814,4082209,BOALSBURG,PA,16827,M,N
Oren,Apers,F,571,2377106,WAKE,VA,23176,M,N
Jianghai,Leino,M,602,8548560,GILA BEND,AZ,85337,M,Y
Femke,Grdy,F,435,1127273,CEDAR CITY,UT,84720,S,N
Vaclav,Kogan,M,936,7288132,MEDINA,TX,78055,S,Y
Injun,Leake,M,802,3396481,EAST BARRE,VT,5649,M,Y
Zubair,Rivard,M,573,2587104,KANSAS CITY,MO,64130,S,Y
Kwangyoen,Tawa,F,406,2228144,LAMBERT,MT,59243,M,N
Florimond,Ballou,F,716,6541052,APULIA STATION,NY,13020,M,Y
Mituhiro,Kossowski,M,662,8555428,INDIANOLA,MS,38751,M,Y
Cheong,Lipponen,F,774,9126934,GRANBY,MA,1033,M,Y
Shashi,Hutton,M,505,5106679,HOPE,NM,88250,M,N
Soazig,Mackenthun,F,216,3701959,MANSFIELD,OH,44903,M,N
Baiju,Hickman,F,402,9217389,OGALLALA,NE,69153,M,Y
Reg,Orlowska,F,207,8102113,PORTLAND,ME,4101,M,Y
LaRoy,Chretien,M,909,9853349,IMPERIAL BEACH,CA,91932,S,N
Yoshikane,Wender,F,605,3505203,LONG VALLEY,SD,57547,M,N
Hariolf,Suzaki,F,939,8682872,TOA ALTA,PR,954,S,N
Hyunki,Providence,M,503,2643239,DAMASCUS,OR,97089,M,N
Morioka,Broeg,M,701,4966361,WILLISTON,ND,58802,M,Y
Takayoshi,Alterman,F,304,1639203,MARTINSBURG,WV,25403,S,N
Philippe,Walczak,M,203,2811301,MILFORD,CT,6460,M,Y
Jamel,Bruchert,F,860,3135768,MERIDEN,CT,6451,M,N
Dieter,Takami,M,503,8077550,PORTLAND,OR,97242,M,Y
Midori,Gran,M,304,5707898,CEDAR GROVE,WV,25039,M,Y
Lauri,Bruha,M,970,2679356,NUNN,CO,80648,M,Y
Beth,Tarr,F,307,2512514,RIVERTON,WY,82501,S,N
Siegmar,Honiden,M,301,9241109,BALTIMORE,MD,21270,S,N
Sidi,Bijlsma,M,213,3071820,SAN JOSE,CA,95141,M,N
Mia,Shobatake,F,901,3814546,GRAND JUNCTION,TN,38039,M,Y
Geva,Zingaretti,M,605,6717607,MADISON,SD,57042,S,Y
Kasidit,Purna,M,701,4516561,LAWTON,ND,58345,S,Y
Fedor,Pflugrad,M,304,9355730,HUNTINGTON,WV,25720,M,N
Fenghua,Ionescu,F,785,1977396,SAWYER,KS,67134,S,N
Cristiano,Tomas,F,571,8115695,FREDERICKSBURG,VA,22412,M,Y
Kai,Bolotov,M,212,1707695,SALAMANCA,NY,14779,S,N
Dragutin,Cheeseman,F,623,3516454,COLORADO CITY,AZ,86021,S,N
Isi,Katoen,F,623,9476013,SECOND MESA,AZ,86043,M,N
Wojtek,Maramtz,F,406,4677219,ASHLAND,MT,59004,S,N
Fumihide,Marriott,M,785,8118485,LENEXA,KS,66220,S,Y
Monvef,Dunne,M,701,2581653,PAGE,ND,58064,S,Y
Patrice,Kleyle,F,907,3039219,PERRYVILLE,AK,99648,M,N
Dannz,Mackaness,M,920,1966774,COMSTOCK,WI,54826,S,N
Ennio,Kara,M,267,7073849,SALTILLO,PA,17253,M,N
Golgen,Nerima,F,816,7547842,STOCKTON,MO,65785,S,N
Jimena,Laval,M,606,8553314,BURNSIDE,KY,42519,M,N
Atilio,Deak,M,775,8157023,SILVERPEAK,NV,89047,S,N
Leni,Dippoldsmann,F,307,1627679,HORSE CREEK,WY,82061,M,Y
Youjip,Gesli,M,253,9805526,SILVER CREEK,WA,98585,M,N
Dorothy,Redmiles,F,602,8605653,CHANDLER HEIGHTS,AZ,85127,M,Y
Slawomir,Redd,M,507,4713192,GARDEN CITY,MN,56034,S,N
Tarak,Pakkan,M,334,6525950,BIRMINGHAM,AL,35224,M,N
Sangchul,Ogawana,M,551,9058176,MARLBORO,NJ,7746,S,Y
Aladin,Macedo,F,406,8016356,PEERLESS,MT,59253,M,Y
Brennan,Perring,F,337,3897962,MARION,LA,71260,S,Y
Soheil,Deemter,M,501,5435705,PRATTSVILLE,AR,72129,M,Y
Lihu,Ridgeway,M,402,9537715,EXETER,NE,68351,M,N
Reza,Pfau,M,712,4471246,KESWICK,IA,50136,M,Y
Shona,Versino,F,715,2727724,MADISON,WI,53784,M,Y
Mansooreh,Alves,M,781,6461248,LEXINGTON,MA,2421,M,Y
Minkai,Handelman,M,305,2171400,SAINT LEO,FL,33574,M,N
Takuyu,Hudlicka,M,952,6239524,DULUTH,MN,55805,M,N
Gil,Lindqvist,M,270,5483984,BARLOW,KY,42024,M,Y
Woojin,Docter,M,419,5212402,NORTH BEND,OH,45052,M,Y
Prasadram,Detmer,F,620,2884035,MACKSVILLE,KS,67557,M,N
Nelleke,Mohrherr,F,724,9593192,PINE FORGE,PA,19548,S,N
Alonso,Deogun,M,541,2712751,THE DALLES,OR,97058,M,Y
Juho,Raffaeta,M,662,2712055,BRAXTON,MS,39044,M,Y
Shaye,Casas,F,269,6998127,GOODELLS,MI,48027,S,Y
Aemilian,Sabelli,M,843,8154693,COLUMBIA,SC,29203,M,N
Carleton,Edagawa,F,435,1898636,RANDOLPH,UT,84064,S,Y
Vern,Burnell,M,939,3603047,SAN JUAN,PR,908,M,N
Nils,Tambouris,F,860,2811239,HAMPTON,CT,6247,M,Y
Takumi,Tabuchi,M,862,3682744,TUCKERTON,NJ,8087,M,N
Serif,Hohler,M,860,5964265,BRANFORD,CT,6405,M,N
Birger,Syrotiuk,M,224,5538691,BOWEN,IL,62316,S,Y
Leonhard,Montemayor,F,501,6043150,NORTH LITTLE ROCK,AR,72190,S,N
Sungchang,Deak,F,864,5563288,AWENDAW,SC,29429,S,N
Kavi,Bast,M,417,2365768,LOHMAN,MO,65053,S,Y
Noriharu,Antognini,M,540,9836031,MOUNT HOLLY,VA,22524,S,Y
Erran,Higginson,M,701,8692720,HEBRON,ND,58638,S,Y
Hongyuan,Quitte,M,775,3997052,FALLON,NV,89406,M,Y
Marin,Strivastav,F,610,5397723,OAKS,PA,19456,M,N
Yuanhui,Hoffgen,F,718,4408864,NEW HYDE PARK,NY,11042,M,Y
Isidore,Heines,F,308,1895957,BRAINARD,NE,68626,S,N
Matthai,Yamagami,F,228,7423467,PELAHATCHIE,MS,39145,M,Y
Dinesh,Luebbert,F,808,8682883,MILILANI,HI,96789,S,Y
Takuyu,Gheorghiu,M,207,9874052,BASS HARBOR,ME,4653,M,N
Boaz,Villalba,M,304,1001121,NEBO,WV,25141,S,N
Luc,Tsunoo,M,857,5153213,FALL RIVER,MA,2722,S,N
Libero,Nanadikar,F,857,5355183,SANDWICH,MA,2563,M,Y
Manibrata,Chakroborty,F,206,3433816,VANCOUVER,WA,98663,S,Y
Stven,Scherberger,M,361,4138649,LEANDER,TX,78641,M,N
Suraj,Capps,M,316,3988164,FORT DODGE,KS,67843,M,Y
Erran,Lason,M,212,7324474,POPLAR RIDGE,NY,13139,M,N
Jeanne,Trefftzs,M,208,5361517,BOVILL,ID,83806,M,N
Ping,Hammerle,M,606,3727108,CLOSPLINT,KY,40927,M,Y
Ruth,Prabhakar,F,971,7477123,EUGENE,OR,97408,S,N
Bernice,Dulong,M,304,1619032,NAPIER,WV,26631,M,N
Mahadev,Smallbone,M,801,1233551,WHITEROCKS,UT,84085,M,Y
Burkhart,Meacham,M,914,2644381,NEW YORK,NY,10164,S,Y
Ekkart,Ehrenberger,M,641,2474218,RIPPEY,IA,50235,S,N
Dainis,Balcazar,F,603,5346624,MILTON MILLS,NH,3852,M,N
Yuliang,Edmondson,M,913,3976407,MORROWVILLE,KS,66958,M,Y
Perla,Lucco,F,225,7045963,SLAUGHTER,LA,70777,S,N
Baldomir,Zlatev,M,954,1406287,TAMPA,FL,33637,S,N
Huajun,Shiran,M,912,6235912,ATLANTA,GA,30340,S,Y
Niel,Milgram,M,417,1332120,STRASBURG,MO,64090,M,N
Devin,Rodite,M,423,2329566,LAKE CITY,TN,37769,M,Y
Aggis,Lucia,F,701,1995621,MANVEL,ND,58256,M,N
Florina,Bachus,M,978,4231118,RICHMOND,MA,1254,M,N
Petra,Suwunboriruksa,M,787,3807635,GUAYNABO,PR,966,M,Y
Adriano,Malavasi,M,434,7393687,YORKTOWN,VA,23692,M,Y
Parosh,Beukering,F,253,1259425,RICHLAND,WA,99354,M,Y
Sreerama,Olech,M,907,8493356,KALSKAG,AK,99607,S,N
Stylianos,Brazakovic,M,240,4112753,TANEYTOWN,MD,21787,M,Y
Ronni,Handelman,F,848,2429781,RIDGEFIELD,NJ,7657,S,Y
Jeno,Cusack,M,605,1948474,VIRGIL,SD,57379,M,Y
Yuewei,Obtulowicz,F,860,6828185,SEYMOUR,CT,6483,S,N
Jacquelyn,Breuker,F,260,9021287,GRANGER,IN,46530,S,Y
Marias,Orengo,M,808,9914029,KAILUA KONA,HI,96745,S,Y
Kazem,Staab,F,410,7118178,MIDDLE RIVER,MD,21220,M,Y
Manhoi,Agosti,M,304,7566530,NORTHFORK,WV,24868,M,N
Padhraic,Neuwirth,F,208,4923423,HAMMETT,ID,83627,S,N
Vecheslav,Layer,F,413,9413778,WORCESTER,MA,1606,M,Y
Janette,Kuszyk,F,207,5443529,AUGUSTA,ME,4333,M,N
Shubhendu,Fujisaki,M,920,4944601,FRANKSVILLE,WI,53126,S,Y
Goker,Bertelrud,F,405,4837143,TULSA,OK,74108,M,N
Yerucham,Zaroliagis,M,713,3943110,FORT WORTH,TX,76123,S,N
Tsutomu,Luitjes,F,302,1148539,NEWARK,DE,19712,S,N
Bjarte,Surav,M,973,7779344,MONTAGUE,NJ,7827,S,N
Huatian,Dougan,M,573,5088680,CRYSTAL CITY,MO,63019,S,Y
Volkmar,Gerke,M,972,3836873,FRISCO,TX,75035,M,Y
Nian,Marandzjan,M,303,6422097,FRISCO,CO,80443,S,N
Boping,Cucker,M,203,7373150,HARTFORD,CT,6114,S,N
Kostoula,Iakovlev,F,501,2534353,LITTLE ROCK,AR,72295,M,Y
Hector,Kent,M,402,9322998,GRANT,NE,69140,M,N
Melliyal,Poss,M,802,4687487,HANCOCK,VT,5748,S,N
Stefen,Buhler,M,847,1263279,ORION,IL,61273,M,Y
Elmar,Stroud,M,563,5976067,MELVIN,IA,51350,S,Y
Dmitri,Langerman,F,312,9405813,STREAMWOOD,IL,60107,S,Y
Phill,Fischetti,M,304,6824423,ALDERSON,WV,24910,M,Y
Vikas,Piltz,M,401,8235045,PROVIDENCE,RI,2903,S,Y
Huseyin,Gabalda,M,907,7943926,KING COVE,AK,99612,S,N
Lanju,Miner,M,801,1952769,CLEARFIELD,UT,84015,M,N
Olivia,Coradeschi,M,610,9455939,NORTH BEND,PA,17738,M,N
Molly,Slimani,M,864,5964895,DILLON,SC,29536,M,N
Hidde,Kreische,M,802,7868261,BURLINGTON,VT,5408,S,N
Zhongxiu,Pedrycz,F,406,5104704,OLNEY,MT,59927,S,Y
Sylvanus,Dimitoglou,F,207,9785324,AUGUSTA,ME,4338,M,Y
Keumog,Fouss,M,603,4294737,ENFIELD CENTER,NH,3749,S,Y
Jianming,Valtchev,F,307,7794344,CHEYENNE,WY,82003,M,N
Avinoam,Eilenberg,F,910,4825182,MOCKSVILLE,NC,27028,S,Y
Harjit,Sangal,F,808,9859966,HONOLULU,HI,96825,M,N
Egon,Monneau,M,224,8448984,DALTON CITY,IL,61925,M,N
Orly,Felice,F,269,6015418,WHITE PINE,MI,49971,M,N
Dattatraya,Hongyuan,M,970,1965807,BLACK HAWK,CO,80422,M,N
Bassel,Deemter,M,202,7778896,WASHINGTON,DC,20074,S,N
Biao,Wind,M,505,3676745,ALBUQUERQUE,NM,87112,S,Y
Djordje,Reznick,M,225,4778061,ANACOCO,LA,71403,S,N
Ludger,O Neill,M,719,1715060,RICO,CO,81332,S,N
Coenraad,Lukassen,F,337,6272887,SHREVEPORT,LA,71164,S,N
Anna,Ruhleder,F,918,5707194,GATE,OK,73844,S,Y
Shashank,Wechsung,M,802,8307309,JEFFERSONVILLE,VT,5464,S,N
Kohei,Prahl,M,505,8367411,TESUQUE,NM,87574,M,Y
Eliane,Dever,M,971,2477633,LAFAYETTE,OR,97127,S,N
Wei,Melanson,F,219,5369854,SHIRLEY,IN,47384,S,Y
Shinobu,Godo,F,618,7897543,HOFFMAN ESTATES,IL,60192,S,Y
Ivan,Wojdyllo,M,808,7741024,HONOLULU,HI,96817,S,Y
Peretz,Adolphson,M,406,9491879,ALZADA,MT,59311,S,Y
Ryuzo,Wyckof,F,769,7526206,IUKA,MS,38852,M,Y
Matk,Amerins,M,701,9239182,HAZEN,ND,58545,M,Y
Ernestine,Daelemans,M,620,5491225,ENSIGN,KS,67841,S,Y
Sajal,Luef,F,337,7206660,IOTA,LA,70543,M,Y
Shogo,Engbersen,F,859,1321678,ISLAND,KY,42350,S,N
Derrick,Khedri,M,229,5332634,SUGAR VALLEY,GA,30746,S,Y
Miyako,Hepple,F,706,9609193,MONROE,GA,30656,M,Y
Janell,Kochs,M,304,6568218,HUNTINGTON,WV,25711,S,Y
Yannich,Roura,M,603,4609733,GILFORD,NH,3249,M,N
Weicong,Abbara,M,720,9835460,AULT,CO,80610,M,N
Pehong,Bischoff,F,414,6687277,TOWNSEND,WI,54175,M,Y
Kinh,Korein,M,574,7811570,EMINENCE,IN,46125,S,Y
Case,Hudlicka,F,906,9098889,SOUTH ROCKWOOD,MI,48179,S,N
Nikunja,Schueller,M,602,2972576,PHOENIX,AZ,85019,S,Y
Kumpati,Zdrahal,M,215,9476187,GETTYSBURG,PA,17325,S,Y
Femke,Sweldens,F,205,1684287,SMITHS STATION,AL,36877,S,N
Vivian,Merckt,M,971,8289945,PORTLAND,OR,97251,S,N
TRUE,Wolniewicz,F,207,2486218,BROOKLIN,ME,4616,S,Y
Madhu,Miyakawa,F,401,9789134,NARRAGANSETT,RI,2882,M,Y
Giordano,Angeline,F,603,1185062,NEW IPSWICH,NH,3071,S,Y
Shiafun,Kennamer,M,502,3395635,GOOSE ROCK,KY,40944,S,N
Jamel,Kotlyar,F,907,7198877,CHEVAK,AK,99563,S,Y
Hosaker,Price,M,414,2829006,BENOIT,WI,54816,S,Y
Gheith,Stiver,F,818,3957281,DULZURA,CA,91917,M,N
Karabi,Daughtrey,M,662,1421525,LITTLE ROCK,MS,39337,M,N
Hauke,Cuadrado,M,213,8628269,VENTURA,CA,93003,S,Y
Kazi,Cha,F,505,7907281,CHIMAYO,NM,87522,S,Y
Judy,Braccini,F,787,8841944,CIDRA,PR,739,M,Y
Xianging,Tayi,M,478,3579028,BRONWOOD,GA,39826,M,Y
Abdelouahab,Bast,M,801,4519835,PROVO,UT,84601,S,N
Elif,Hassin,M,858,9513574,MCCLELLAN,CA,95652,S,Y
Jong,Foret,M,336,3884136,FAIRVIEW,NC,28730,M,Y
Soenke,Tzafestas,F,641,8123532,DES MOINES,IA,50981,M,N
Marias,Mungall,M,601,7193036,SWAN LAKE,MS,38958,S,Y
Junsik,Broggi,M,812,3245950,PRAIRIE CREEK,IN,47869,M,N
Wanqing,Holsheimer,M,207,8583606,LIMESTONE,ME,4750,S,N
Sumiyasu,Aseltine,M,609,5615431,PENNSAUKEN,NJ,8110,S,N
Abdullah,Uhrig,M,302,9828520,WILMINGTON,DE,19895,S,N
Salam,Razborov,M,939,9438422,TOA BAJA,PR,949,M,N
Terilyn,Trystram,F,701,9891381,ROLETTE,ND,58366,M,N
Bjorn,Haslam,M,305,6314572,DAYTONA BEACH,FL,32124,M,N
Amir,Denny,F,307,7496445,HULETT,WY,82720,M,N
Zhaogang,Smolensky,F,636,3155538,MILO,MO,64767,S,Y
Panayotis,Barinka,F,202,6527202,WASHINGTON,DC,20058,M,Y
Adnan,Kalb,F,605,4067410,FAIRVIEW,SD,57027,M,Y
Lubor,Morschel,M,571,7283926,ARLINGTON,VA,22204,M,Y
Kimberly,Patrick,F,228,9728200,MC LAIN,MS,39456,S,Y
Grigorii,Dupuy,M,307,6883441,SHOSHONI,WY,82649,M,N
Itay,Pachaly,F,208,3465086,LAKE FORK,ID,83635,S,Y
Stacy,Bugaenko,M,928,4522405,TUCSON,AZ,85717,S,Y
Hanho,Graefe,F,812,6908978,SOMERVILLE,IN,47683,M,Y
Aurelie,Viveros,F,430,1895072,TARPLEY,TX,78883,S,N
Yuliang,While,M,212,8657766,BROOKLYN,NY,11203,S,Y
Katharina,Islam,F,971,3285514,STANFIELD,OR,97875,S,Y
Eser,Arnette,F,501,7875161,HEBER SPRINGS,AR,72545,M,N
