FName(String),LName(String),Gender(String),AreaCode(String),Phone(String),City(String),State(String),Zip(String),MaritalStatus(String),HasChild(String),SingleExemp(Integer),MarriedExemp(Integer),ChildExemp(Integer)
Roel,Cenzer,M,402,1081774,KEYSTONE,NE,69144,S,N,103,0,0
Leonor,Nerson,M,662,4873681,COFFEEVILLE,MS,38922,M,N,0,12000,0
Teruyuki,Razum,F,207,2891880,LINCOLN,ME,4457,M,N,0,5700,0
Karakunakara,Yagiura,F,620,4875492,THAYER,KS,66776,S,N,2250,0,0
Yogen,Bodin,M,802,6514559,EAST CORINTH,VT,5040,S,Y,3300,0,3300
Aohan,Perkins,M,907,7912522,WASILLA,AK,99654,M,Y,0,0,0
Waldemar,Vignollet,F,605,4103363,WALLACE,SD,57272,S,Y,0,0,0
Adegbeniga,Lenhof,F,936,3423664,LEONARD,TX,75452,M,Y,0,0,0
Lyn,Menninger,F,808,1768698,KEAAU,HI,96749,S,Y,1040,0,1040
Sarosh,Reghbati,F,607,7671599,LAURENS,NY,13796,M,N,0,0,0
Slavian,Lundquist,M,802,1339334,MONTPELIER,VT,5633,S,N,3300,0,0
Willibald,Tuminaro,F,469,1741490,CORPUS CHRISTI,TX,78412,S,N,0,0,0
Noritaka,Milosavljevic,M,207,8169049,EAST POLAND,ME,4230,S,Y,2850,0,2850
Tianqing,Lindenbaum,M,580,3568145,ADA,OK,74820,M,Y,0,2000,1000
Doub,Rothwell,M,401,5807420,SHANNOCK,RI,2875,S,Y,0,0,0
Savio,Bodagala,F,304,8308794,CRUM,WV,25669,S,Y,2000,0,2000
Richards,Gibbins,F,805,1164009,ALHAMBRA,CA,91803,S,Y,87,0,272
Xiaofeng,Dulli,M,870,8348111,MARMADUKE,AR,72443,M,Y,0,40,20
Hamed,Walston,F,423,8501678,HARRISON,TN,37341,M,Y,0,0,0
Rajashekar,Eck,F,201,4007542,HACKETTSTOWN,NJ,7840,M,N,0,2000,0
Yakichi,Hodil,F,435,7171235,CORNISH,UT,84308,S,N,2475,0,0
Jonell,Wolfe,F,321,6237275,HUDSON,FL,34674,S,Y,0,0,0
Sergei,Wischnewsky,F,678,1672984,ACWORTH,GA,30101,M,N,0,5400,0
Kazuhito,Merckt,M,907,6113102,PILOT STATION,AK,99650,S,N,0,0,0
Aditya,Skogmar,F,336,1277378,CHARLOTTE,NC,28201,S,Y,3300,0,3300
Saurab,Finamore,M,307,8367734,HUDSON,WY,82515,S,Y,0,0,0
Luia,Placide,F,939,9718833,SAN JUAN,PR,913,M,Y,0,0,0
Carlton,Cestnik,F,617,6586597,QUINCY,MA,2171,S,Y,3575,0,1000
Chokchai,Loulergue,M,202,1591758,WASHINGTON,DC,20007,M,Y,0,2740,1370
Xiao,Zastre,M,810,6237271,WESTLAND,MI,48186,M,N,0,6200,0
Tsukasa,Mercer,M,947,9478833,AFTON,MI,49705,M,N,0,6200,0
Timothy,Kawabata,F,334,7305805,SELMA,AL,36701,M,N,0,3000,0
Leiming,Turkedjiev,F,859,6765951,OWENTON,KY,40359,M,N,0,40,0
Shiyun,Kiesler,M,763,5386406,RANIER,MN,56668,S,Y,3300,0,3300
Farooq,Graeb,M,972,7837485,HOUSTON,TX,77036,S,N,0,0,0
Fabrice,Chenney,M,714,5521023,LONG BEACH,CA,90806,M,Y,0,174,272
Kienchung,Krawitz,F,802,4178609,HARTLAND,VT,5048,M,Y,0,6600,3300
Paradise,Trinidad,M,307,2451818,GREYBULL,WY,82426,M,N,0,0,0
Hichem,Joslin,M,443,8979106,WALDORF,MD,20602,S,Y,2400,0,2400
Hedwig,Kambil,F,650,5881242,SACRAMENTO,CA,95838,M,Y,0,174,272
Alain,Lipponen,F,360,8326153,YAKIMA,WA,98901,M,Y,0,0,0
Sundaresan,Glenstrup,F,207,9687377,BAILEYVILLE,ME,4694,S,Y,2850,0,2850
Hugo,Ravat,M,847,4705765,KINGSTON MINES,IL,61539,S,Y,2000,0,2000
Fortune,Luft,M,580,4615696,FORT SILL,OK,73503,S,Y,1000,0,1000
Kouji,Tiernan,F,202,6103189,WASHINGTON,DC,20261,S,N,1370,0,0
Jianjun,Lecordix,M,262,2029405,ELMWOOD,WI,54740,M,Y,0,1400,400
Gerth,Lamsweerde,F,939,3028305,BARRANQUITAS,PR,794,M,N,0,0,0
Yevgeniy,Ruano,F,641,4065344,QUASQUETON,IA,52326,M,N,0,80,0
Sylvia,Roncato,M,603,3352285,LEMPSTER,NH,3605,S,Y,0,0,0
Nico,Cherief,M,862,7441820,RIDGEFIELD PARK,NJ,7660,S,N,1000,0,0
Rivka,Joobbani,F,305,8763896,MEXICO BEACH,FL,32410,S,N,0,0,0
Amer,Backstrom,F,505,3422530,ALBUQUERQUE,NM,87176,M,Y,0,6600,3300
Reid,Shebanow,F,314,7445311,FORSYTH,MO,65653,M,Y,0,4200,1200
Hamad,Hendrix,F,516,3046489,NEW CITY,NY,10956,M,Y,0,0,1000
Jinyun,Strothotte,M,207,4841678,BURNHAM,ME,4922,S,N,2850,0,0
Toyofumi,Denny,F,276,4119223,BIRDSNEST,VA,23307,M,N,0,1800,0
Kenan,Susmaga,M,347,3774415,BUFFALO,NY,14227,S,N,0,0,0
Candy,Schiper,F,307,1665150,HUNTLEY,WY,82218,S,N,0,0,0
Jianjian,Gavrin,M,304,4181607,CRUM,WV,25669,M,Y,0,4000,2000
Leandro,Riesenhuber,M,480,1805965,PHOENIX,AZ,85064,M,Y,0,4200,2300
Inbal,Peres,M,603,6699300,DUNBARTON,NH,3046,S,Y,0,0,0
Alexandros,Bilardi,F,580,4147846,KEOTA,OK,74941,S,N,1000,0,0
Sherine,Brookner,M,206,1881276,BROWNSTOWN,WA,98920,S,N,0,0,0
Hermann,Feldmann,M,612,4047016,VERMILLION,MN,55085,M,Y,0,6600,3300
Motoki,Sundgren,F,773,6127114,MORRISONVILLE,IL,62546,M,Y,0,4000,2000
Yanqing,Litzler,M,406,6997598,CHOTEAU,MT,59422,M,N,0,3800,0
Atsushi,Boizumault,M,608,4374319,MC FARLAND,WI,53558,M,N,0,1400,0
Zeger,Likeman,F,787,1583015,CAROLINA,PR,979,S,N,0,0,0
Dasu,Katsaggelos,F,970,2727841,JAMESTOWN,CO,80455,S,Y,0,0,0
Taewoong,Trevillyan,M,402,4994587,PLATTSMOUTH,NE,68048,M,Y,0,206,103
Takamasa,Katker,M,865,7457856,NASHVILLE,TN,37217,M,Y,0,0,0
Erran,Kamiyama,M,406,9479506,PABLO,MT,59855,S,N,1900,0,0
Pasquale,Zemerly,F,802,5839305,DERBY LINE,VT,5830,M,Y,0,6600,3300
Hongbing,Cassell,M,808,3159621,LIHUE,HI,96766,S,Y,1040,0,1040
Dayanand,Gaitonde,M,316,4312197,WETMORE,KS,66550,M,N,0,4500,0
Jordanka,Antonakopoulos,M,804,2481377,DAMASCUS,VA,24236,S,N,900,0,0
Akshay,Beeson,M,202,1993210,WASHINGTON,DC,20548,S,Y,1370,0,1370
Demosthenes,Grignetti,F,917,8478587,NEW HYDE PARK,NY,11041,M,N,0,0,0
Koppolu,Jansch,F,203,6881388,SOUTH LYME,CT,6376,S,N,12750,0,0
Akida,Delchamps,M,859,4027139,WRIGLEY,KY,41477,M,Y,0,40,20
Yiya,Aschim,F,602,2977050,BELLEMONT,AZ,86015,M,N,0,4200,0
Prabakar,Wakatani,M,334,3986926,WOODVILLE,AL,35776,M,N,0,3000,0
Mallory,Qureshi,F,334,7524820,WOODSTOCK,AL,35188,M,Y,0,3000,300
Maristella,Kalashnikov,F,774,3153396,WORCESTER,MA,1602,M,N,0,7150,0
Tran,Schuller,M,617,6625484,FORESTDALE,MA,2644,M,N,0,7150,0
Kaichang,Boege,F,512,3085992,CANYON LAKE,TX,78133,S,Y,0,0,0
Arild,Badr,M,307,7775278,JACKSON,WY,83001,S,Y,0,0,0
Aad,Jorissen,M,605,4128585,FRANKFORT,SD,57440,M,Y,0,0,0
Katsuo,Kreuer,F,207,6841021,MONMOUTH,ME,4259,S,N,2850,0,0
Assar,Turbyfill,M,502,9755485,JEREMIAH,KY,41826,S,Y,20,0,20
Margarita,Hertzum,F,207,7672196,SHAPLEIGH,ME,4076,M,Y,0,5700,2850
Christi,Malecki,M,402,8428473,NEMAHA,NE,68414,S,Y,103,0,103
Sven,Kottmann,F,580,6916577,ADAIR,OK,74330,M,Y,0,2000,1000
Yiftach,Budzinski,F,808,9487125,KAUMAKANI,HI,96747,S,Y,1040,0,1040
Valentino,Isshiki,M,334,6679823,STEELE,AL,35987,S,Y,1500,0,300
Gotz,Nute,M,605,8723310,DOLAND,SD,57436,S,N,0,0,0
Omer,Ishak,M,202,4324384,WASHINGTON,DC,20555,S,N,1370,0,0
Jinkun,Kreveld,F,636,7686960,SAINT LOUIS,MO,63167,S,Y,2100,0,1200
Kerryn,Backus,F,401,4566242,PROVIDENCE,RI,2906,S,Y,0,0,0
Yuk,Atarashi,F,939,4107642,MAYAGUEZ,PR,682,M,Y,0,0,0
Ammei,Ogunyode,M,939,6501592,SAN JUAN,PR,940,S,N,0,0,0
Rajagopalan,Ishii,M,847,2523110,SUMNER,IL,62466,M,N,0,4000,0
Jiawen,Smitley,F,406,7307301,CUSTER,MT,59024,S,N,1900,0,0
Mahadevamurty,Boudaillier,F,351,1104864,HOUSATONIC,MA,1236,M,N,0,7150,0
Josiah,Moudini,M,304,9806237,RIO,WV,26755,M,Y,0,4000,2000
Jayaram,Read,M,406,8236765,HOMESTEAD,MT,59242,M,Y,0,3800,1900
Ammar,Kasahara,M,912,4881054,CUTHBERT,GA,39840,M,N,0,5400,0
Avra,Schrickx,F,919,6377316,CASAR,NC,28020,S,Y,3300,0,3300
Gun,Baba,F,563,9183202,ROSE HILL,IA,52586,S,Y,40,0,40
Weisong,Belanger,M,828,5439011,EVERETTS,NC,27825,M,N,0,6600,0
Myra,Kasriel,F,401,3347580,EXETER,RI,2822,M,N,0,0,0
Shauchi,Romeuf,F,253,7302436,SEATTLE,WA,98146,S,Y,0,0,0
Suvo,Ohkubo,M,307,3471335,KINNEAR,WY,82516,M,Y,0,0,0
Almira,Kubicka,M,208,6201869,HOWE,ID,83244,M,Y,0,6600,3300
Shivendra,Tollu,F,307,9061189,BURNS,WY,82053,S,Y,0,0,0
Sudharsan,Noro,M,718,3418407,MANORVILLE,NY,11949,S,N,0,0,0
Andishe,Zafar,F,708,9705741,GOLDEN EAGLE,IL,62036,S,Y,2000,0,2000
Nariankadu,Orponnen,F,775,2832198,OROVADA,NV,89425,M,N,0,0,0
Ung,Paillier,M,907,4566841,HOMER,AK,99603,S,Y,0,0,0
Jasper,Ojjeh,M,574,8147367,WALKERTON,IN,46574,S,Y,1000,0,1000
Akos,Sluizer,F,850,8379638,TERRA CEIA,FL,34250,M,Y,0,0,0
Jaedong,Dayhoff,M,907,3924258,TULUKSAK,AK,99679,S,Y,0,0,0
Yudell,Lahiri,M,479,5494581,OAKLAND,AR,72661,M,Y,0,40,20
Ruiz,Devie,F,515,8286936,MAPLETON,IA,51034,M,Y,0,80,40
Rae,Boddy,F,931,4372446,BUFFALO VALLEY,TN,38548,S,Y,0,0,0
Gritta,Plesow,F,406,3686973,WYOLA,MT,59089,M,N,0,3800,0
Giao,Roussou,M,307,3218645,GRANITE CANON,WY,82059,M,N,0,0,0
Mingsen,Schilz,F,319,8891164,TREYNOR,IA,51575,S,N,40,0,0
Nori,Gazdar,F,203,9994719,TACONIC,CT,6079,S,Y,12750,0,0
Jeane,Snoeyink,F,352,7821070,BOYNTON BEACH,FL,33473,S,Y,0,0,0
Gleb,Cooley,M,856,9853802,MENDHAM,NJ,7945,M,Y,0,2000,1500
Phyllis,Kamperman,M,334,3574815,NORMAL,AL,35762,S,Y,1500,0,300
Niel,Mihara,M,661,5038415,LUDLOW,CA,92338,S,Y,87,0,272
Moninder,Suraweera,M,316,6137016,OLMITZ,KS,67564,M,Y,0,4500,2250
Lindmila,Georg,M,574,9159959,PENNVILLE,IN,47369,S,Y,1000,0,1000
Mark,Burgess,F,318,8383228,CALVIN,LA,71410,S,Y,4500,0,1000
Brett,Weedman,F,320,9283724,RED WING,MN,55066,S,N,3300,0,0
Helmut,Flagella,F,704,1536931,FRANKLINTON,NC,27525,S,N,3300,0,0
Deekap,McDermid,M,214,1339526,HOUSTON,TX,77260,M,N,0,0,0
Hardeep,Rousseau,F,770,1993915,ATLANTA,GA,31196,S,Y,2700,0,3000
Shinsaku,Ryslinkova,F,302,8804376,SAINT GEORGES,DE,19733,S,N,110,0,0
Alok,Kurfess,F,305,1693625,DOVER,FL,33527,S,N,0,0,0
Marten,Goos,F,303,3616799,COLORADO SPRINGS,CO,80937,M,Y,0,0,0
Haiming,Kaka,M,817,8362636,JOAQUIN,TX,75954,M,N,0,0,0
Conal,Ferneley,F,623,9715617,WILLCOX,AZ,85644,M,N,0,4200,0
Na el,Gunn,F,202,3388829,WASHINGTON,DC,20577,S,Y,1370,0,1370
Hidehiko,Ziegler,M,304,6597626,CYCLONE,WV,24827,M,Y,0,4000,2000
Eike,Hamfelt,M,207,4489400,OLD ORCHARD BEACH,ME,4064,S,Y,2850,0,2850
Duanning,Trung,F,423,3642345,ROCKFORD,TN,37853,S,N,0,0,0
Baoquan,Popien,M,337,1784008,MOREAUVILLE,LA,71355,M,Y,0,9000,1000
Adegbemiga,Rijckaert,M,859,1111919,VANCLEVE,KY,41385,M,N,0,40,0
Dmitri,Edmark,F,847,6698129,PATOKA,IL,62875,M,Y,0,4000,2000
Vittorio,Cakic,M,406,8983170,PARADISE,MT,59856,S,Y,1900,0,1900
Malek,Woelk,F,239,7497565,WEST PALM BEACH,FL,33404,S,Y,0,0,0
Maneesh,Hawryszkiewycz,F,614,8162594,SOUTH SOLON,OH,43153,S,N,1300,0,0
Panagiotis,Sleeman,M,217,3137396,CAMPBELL HILL,IL,62916,M,Y,0,4000,2000
Tiko,Hallet,F,208,5296995,AVERY,ID,83802,M,N,0,6600,0
Hilde,Demmer,F,207,7571358,PERHAM,ME,4766,M,Y,0,5700,2850
Stanford,Blot,F,918,4081966,MARBLE CITY,OK,74945,S,N,1000,0,0
Yann,Holand,F,304,8013503,BORDERLAND,WV,25665,M,N,0,4000,0
Deoraj,Leder,F,207,3835785,CORNISH,ME,4020,M,Y,0,5700,2850
Hava,Narasimhan,M,508,7463197,CUTTYHUNK,MA,2713,S,Y,3575,0,1000
Elvis,Obradovich,F,307,7406909,WRIGHT,WY,82732,S,Y,0,0,0
Lamott,Kulasinghe,M,406,3673852,OPHEIM,MT,59250,S,N,1900,0,0
Cormac,Stiefeling,F,601,1304233,CHUNKY,MS,39323,S,Y,6000,0,1500
Fangzhen,Poll,F,567,9638724,RICHMOND,OH,43944,S,Y,1300,0,1300
Neila,Sporl,F,805,1064106,LOS ANGELES,CA,90093,M,Y,0,174,272
Faye,Poor,F,719,5696312,DENVER,CO,80236,M,N,0,0,0
Muffy,Roison,M,304,8204119,LERONA,WV,25971,M,Y,0,4000,2000
Wook,Partsch,F,207,5428100,PEMAQUID,ME,4558,S,N,2850,0,0
Charlie,Oizhong,F,432,6803476,HONEY GROVE,TX,75446,S,N,0,0,0
Dhritiman,Carchiolo,M,912,8999866,ALBANY,GA,31721,S,N,2700,0,0
Seungwang,Rivero,F,505,9056866,SANTA ROSA,NM,88435,S,Y,3300,0,3300
Junguk,Ovrutcki,F,203,6003271,EAST HARTFORD,CT,6118,M,Y,0,24500,0
Santi,Gumm,F,808,9534043,KEKAHA,HI,96752,M,N,0,2080,0
Sujeet,Beauvieux,F,507,8184923,TWIN VALLEY,MN,56584,S,Y,3300,0,3300
Jorrge,Deen,F,803,8152947,FLORENCE,SC,29503,M,Y,0,6600,3300
Sumitra,Ramarao,M,605,7229167,SIOUX FALLS,SD,57106,M,N,0,0,0
Kazimierz,Tibblin,F,435,7841482,OREM,UT,84097,M,Y,0,4950,2475
Meltem,Zambonelli,M,281,9393105,GORMAN,TX,76454,S,Y,0,0,0
Shigenori,Hofer,F,251,1491183,PINE LEVEL,AL,36065,S,N,1500,0,0
Yuewei,Zockler,F,701,8825014,EMERADO,ND,58228,M,Y,0,6600,3300
Bahaa,Friedman,F,304,2593429,BUD,WV,24716,S,Y,2000,0,2000
Marinos,Gire,F,703,8824087,ROANOKE,VA,24005,S,Y,900,0,900
Atsushi,Fraysseix,M,605,9112623,BIG STONE CITY,SD,57216,M,Y,0,0,0
Vishweshwar,Geffroy,M,267,6631669,GLENVILLE,PA,17329,M,N,0,0,0
Llorenc,Mansanne,M,205,1665401,SOMERVILLE,AL,35670,M,N,0,3000,0
Chris,Kavraki,M,980,9472338,WAKE FOREST,NC,27587,S,N,3300,0,0
Kil,Baafi,F,701,8331804,ANAMOOSE,ND,58710,S,Y,3300,0,3300
Jungho,Dunham,F,435,2918732,RANDLETT,UT,84063,M,Y,0,4950,2475
Phoebe,Ehrenfeucht,F,970,6121294,GRAND LAKE,CO,80447,S,N,0,0,0
Volkhard,Roussel,M,501,8099125,OMAHA,AR,72662,M,N,0,40,0
Lijing,Gaches,M,606,7804083,WARSAW,KY,41095,S,N,20,0,0
Suresh,Yach,F,660,8808470,CAPE GIRARDEAU,MO,63702,S,Y,2100,0,1200
Cezary,Poulter,M,256,6214522,DORA,AL,35062,M,N,0,3000,0
Aelmut,Ede,F,515,1545650,ELBERON,IA,52225,M,N,0,80,0
Gueesang,Braoudakis,F,208,6299837,DRIGGS,ID,83422,S,Y,3300,0,3300
Hsi,Thallinger,F,860,9683082,TAFTVILLE,CT,6380,S,Y,12750,0,0
Jie,Balder,M,406,9664498,GRANTSDALE,MT,59835,M,N,0,3800,0
Cormac,Bestavros,F,661,5646803,BLAIRSDENGRAEAGLE,CA,96103,S,Y,87,0,272
Jayang,Bassino,F,435,7625407,CLARKSTON,UT,84305,S,Y,2475,0,2475
Eugeniusz,Jaakkola,F,484,6039898,ORELAND,PA,19075,S,N,0,0,0
Bradd,Grunsky,M,702,4975599,LAS VEGAS,NV,89109,S,N,0,0,0
Jason,Bleumer,F,406,6783314,KEVIN,MT,59454,M,N,0,3800,0
Sajid,Joichi,F,808,5775850,HANALEI,HI,96714,S,Y,1040,0,1040
Gritta,Koperczak,F,304,7286303,CHARLESTON,WV,25315,M,Y,0,4000,2000
Vladik,Luan,F,641,3159706,COGGON,IA,52218,S,Y,40,0,40
Neven,Chinen,F,617,9019402,SCITUATE,MA,2066,M,Y,0,7150,1000
Liz,Braine,F,205,1662714,ALABASTER,AL,35007,S,N,1500,0,0
Detlev,Eskicioglu,M,603,3556587,EPPING,NH,3042,S,N,0,0,0
Yashodara,Spira,F,702,8016362,RENO,NV,89570,M,Y,0,0,0
Hidetaka,Usui,M,202,2812049,WASHINGTON,DC,20543,M,N,0,2740,0
Eugenio,Benaloh,M,715,5207153,MC FARLAND,WI,53558,S,Y,700,0,400
Lynnau,Dehdashti,M,270,3952868,ROCKHOLDS,KY,40759,M,N,0,40,0
Dang,Bilotta,F,215,2747952,FLEETWOOD,PA,19522,M,N,0,0,0
Jangsu,Schurfeld,F,802,2903144,WARREN,VT,5674,S,Y,3300,0,3300
Yassine,Gluchowski,F,401,1386925,HARRISVILLE,RI,2830,M,N,0,0,0
Gurushankar,Tarn,M,507,3753969,LANESBORO,MN,55949,M,Y,0,6600,3300
Grahame,Amo,F,620,2371562,MACKSVILLE,KS,67557,M,N,0,4500,0
Sameer,Rehof,F,228,7274179,SUNFLOWER,MS,38778,S,N,6000,0,0
Kenko,Duncan,M,907,8599442,EKWOK,AK,99580,M,N,0,0,0
Nigel,Mitkov,F,907,2111488,WRANGELL,AK,99929,M,Y,0,0,0
Yoonsuck,Schwandt,F,615,5721688,PROSPECT,TN,38477,S,Y,0,0,0
Rik,Edagawa,F,203,2706882,HARTFORD,CT,6120,M,N,0,24500,0
Lucja,Stochik,M,207,4596426,BENEDICTA,ME,4733,M,N,0,5700,0
Nobo,Chilenski,M,251,2992332,MONTGOMERY,AL,36110,S,N,1500,0,0
Reijo,Rosis,F,712,4461872,GARBER,IA,52048,M,N,0,80,0
Kieran,Petre,M,808,3168734,HONOLULU,HI,96813,S,N,1040,0,0
Narushige,Strivastav,F,802,8259118,WELLS,VT,5774,S,Y,3300,0,3300
Tsunehiro,Slahor,F,567,2901903,MOGADORE,OH,44260,M,Y,0,2600,1300
Fakher,Cedeno,F,808,5723532,HANA,HI,96713,M,Y,0,2080,1040
Atsuo,McKinney,M,262,1576575,POPLAR,WI,54864,M,N,0,1400,0
Yoshioki,Rosenblad,M,605,8007680,MOBRIDGE,SD,57601,M,Y,0,0,0
Ratan,Selenyi,F,864,7704536,GAFFNEY,SC,29340,S,Y,3300,0,3300
Alassane,Lahner,F,615,4562649,DYERSBURG,TN,38024,S,Y,0,0,0
Innes,Jokiniemi,M,276,1304845,PURCELLVILLE,VA,20134,S,Y,900,0,900
Johanne,Chu,F,906,2189504,SAINT LOUIS,MI,48880,S,N,3100,0,0
Hitoshi,Hapanyengwi,M,302,8522937,LITTLE CREEK,DE,19961,S,N,110,0,0
Seungwang,Abadi,F,717,2275517,MARKLEYSBURG,PA,15459,S,Y,0,0,0
Fox,Paterakis,F,423,4483324,CRAWFORD,TN,38554,M,N,0,0,0
Troy,Haefner,F,787,5283050,JAYUYA,PR,664,M,N,0,0,0
Zhijian,Wittlich,M,334,7204293,SLOCOMB,AL,36375,M,N,0,3000,0
Raewyn,Pleszkun,M,203,7445261,WINDHAM,CT,6280,S,Y,12750,0,0
Roseli,Jamali,M,503,1928926,PORTLAND,OR,97259,S,N,159,0,0
Pallavi,Culetu,M,401,3978646,CHEPACHET,RI,2814,M,N,0,0,0
Madhan,McKinney,F,936,6863153,DUNN,TX,79516,S,N,0,0,0
Dara,Grabe,M,701,8373295,BISMARCK,ND,58503,S,Y,3300,0,3300
Vishal,Marchegay,F,228,1946459,GORE SPRINGS,MS,38929,M,N,0,12000,0
Yassine,Malsburg,F,401,3341204,SLOCUM,RI,2877,M,N,0,0,0
Marianthi,Iino,M,315,6053003,KEENE VALLEY,NY,12943,S,Y,0,0,1000
TakaHide,Tisdall,M,903,2181101,CUSHING,TX,75760,S,Y,0,0,0
Pierangelo,Milne,M,630,9547512,DECATUR,IL,62521,M,Y,0,4000,2000
Onno,Wold,M,818,1396308,TOPAZ,CA,96133,S,Y,87,0,272
Umang,Kamp,F,859,9253236,LOUISVILLE,KY,40215,M,N,0,40,0
Marios,Hofmeyr,M,769,9283186,PERKINSTON,MS,39573,M,N,0,12000,0
Limsoon,Abbas,M,412,9085418,NEW GALILEE,PA,16141,M,N,0,0,0
Nevin,Wakatani,M,865,1555909,SOUTHSIDE,TN,37171,S,Y,0,0,0
Kangwoo,Luiz,F,601,1165566,COILA,MS,38923,S,N,6000,0,0
Rafal,Noor,F,203,3914546,EAST HARTFORD,CT,6108,S,Y,12750,0,0
Fabio,Impagliazzo,F,580,1606640,STILWELL,OK,74960,S,Y,1000,0,1000
Massayuki,VanderMeer,F,302,2927630,REHOBOTH BEACH,DE,19971,M,Y,0,220,110
Lamber,Knecht,F,207,8523876,MOUNT VERNON,ME,4352,S,Y,2850,0,2850
Channing,Aoreira,F,410,1437181,GLEN BURNIE,MD,21061,S,N,2400,0,0
Sajal,Lahire,F,202,9763210,WASHINGTON,DC,20218,S,Y,1370,0,1370
Birol,McEneaney,M,787,3229642,CAROLINA,PR,986,M,N,0,0,0
Yuqun,Dawood,F,417,2277283,SAINT JOSEPH,MO,64502,M,N,0,4200,0
Atef,Geisler,M,913,5283684,GARFIELD,KS,67529,S,N,2250,0,0
Zigmantas,Bernhard,F,406,6246402,PEERLESS,MT,59253,S,Y,1900,0,1900
Starr,Harloff,M,304,3102056,JUNIOR,WV,26275,M,N,0,4000,0
Klemens,Kamiyama,M,702,2459636,LAS VEGAS,NV,89151,S,N,0,0,0
Garret,Vainstein,M,956,3891569,TYLER,TX,75708,S,Y,0,0,0
Habiba,Vanegas,F,701,4674078,WYNDMERE,ND,58081,M,Y,0,6600,3300
Vikas,Rais,M,803,7527843,BALLENTINE,SC,29002,S,N,3300,0,0
Rodnay,Arblaster,M,318,7334898,CARENCRO,LA,70520,M,Y,0,9000,1000
Azriel,Linardis,M,603,1414695,PORTSMOUTH,NH,3801,S,Y,0,0,0
Mayumi,Futtersack,M,706,7775899,COLUMBUS,GA,31998,M,Y,0,5400,3000
Diann,Viire,M,808,3122335,KAPAA,HI,96746,S,N,1040,0,0
Rongheng,Huijsmans,F,920,6259299,ARMSTRONG CREEK,WI,54103,M,Y,0,1400,400
Sreerupa,Fraysse,M,401,8847802,NEWPORT,RI,2841,S,Y,0,0,0
Bhaskaram,Kabuka,M,215,2459463,RANSOM,PA,18653,S,N,0,0,0
Mathis,Brancadori,M,228,5089721,SONTAG,MS,39665,M,N,0,12000,0
Nich,Plesums,M,918,3221278,RATLIFF CITY,OK,73481,M,N,0,2000,0
Gift,Tramer,F,501,2277672,EL DORADO,AR,71768,M,N,0,40,0
Siegbert,Weerasinghe,M,860,9839250,SALEM,CT,6420,M,N,0,24500,0
Asha,Isern,M,865,2059380,JEFFERSON CITY,TN,37760,S,Y,0,0,0
Vasiliy,Isaacson,F,402,5669093,PILGER,NE,68768,M,Y,0,206,103
Hiroshi,Goodrum,M,435,7217612,SALT LAKE CITY,UT,84118,S,N,2475,0,0
Motoyuki,Govers,F,435,9329981,OGDEN,UT,84405,S,N,2475,0,0
Shiwa,Susaki,F,501,6038834,DE QUEEN,AR,71832,S,N,20,0,0
Qutaibah,Godsey,M,208,2549027,FISH HAVEN,ID,83287,S,N,3300,0,0
Spencer,Higashi,F,939,6154151,CEIBA,PR,735,S,Y,0,0,0
Sherif,Dew,M,870,4953148,BOLES,AR,72926,S,N,20,0,0
Kaj,Bober,M,228,3927707,LAWRENCE,MS,39336,S,Y,6000,0,1500
Chandana,Azagury,F,517,6097829,MILFORD,MI,48380,M,N,0,6200,0
Vitit,Welham,M,304,6273498,OTTAWA,WV,25149,S,Y,2000,0,2000
Cord,Kirchgaassner,M,808,3588881,HAIKU,HI,96708,S,N,1040,0,0
Suresh,Isaak,F,802,4706898,NORTH POWNAL,VT,5260,M,Y,0,6600,3300
Mihnea,Pieper,M,802,3207430,WHITE RIVER JUNCTION,VT,5001,M,Y,0,6600,3300
Petre,Loffredo,F,701,7311759,SOURIS,ND,58783,S,N,3300,0,0
Yim,Gunderson,F,971,2628348,HERMISTON,OR,97838,S,Y,159,0,159
Keiki,Carstensen,M,315,7376139,NEW YORK,NY,10277,S,Y,0,0,1000
Anssi,Lomnicki,M,606,9504317,AUSTIN,KY,42123,S,Y,20,0,20
Guiseppe,Martschew,M,406,3094327,SAINT IGNATIUS,MT,59865,M,N,0,3800,0
Thies,Kubitz,M,678,1172698,MARIETTA,GA,30064,S,N,2700,0,0
Atro,Malita,F,910,6043955,SOUTHERN PINES,NC,28387,S,Y,3300,0,3300
Vaduvur,Niehren,F,947,4033068,BALDWIN,MI,49304,M,Y,0,6200,3100
Masakiyo,Lumsden,M,505,9373334,ALBUQUERQUE,NM,87101,S,N,3300,0,0
Georgios,Majster,F,434,7522748,FLOYD,VA,24091,M,Y,0,1800,900
Sjaak,Desel,F,434,2197020,LORTON,VA,22079,S,N,900,0,0
Pengyuan,Pell,F,505,8207724,ZUNI,NM,87327,M,Y,0,6600,3300
Simona,Wilhite,M,509,1377847,MOSSYROCK,WA,98564,M,Y,0,0,0
Lucian,Gawecki,M,434,5798815,WICOMICO CHURCH,VA,22579,M,Y,0,1800,900
Diogenes,Hagmann,M,701,6424849,STARKWEATHER,ND,58377,S,Y,3300,0,3300
Christina,Gurrie,M,501,6689180,WATSON,AR,71674,S,Y,20,0,20
Fadila,Massotte,M,606,4736007,LEXINGTON,KY,40513,M,N,0,40,0
